==============================================================================
==============================================================================
Mon. Jun. 24 2013                  LANDSAT 7                       Time: 03:39
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0101306231539_00067                          Path / Row - 123 / 39
Reference Image: L51BJC1087253020100_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 97.8%
Rank   2 --  2.2%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
1230392341   30.44551    113.17891     0.12     -0.23     0.26     1 
1230392343   30.44443    113.24260     0.02     -0.22     0.22     1 
1230392348   30.44160    113.40181    -0.14     -0.06     0.15     1 
1230392353   30.43857    113.56101    -0.30      0.31     0.44     1 
1230392355   30.43730    113.62468     0.19      0.21     0.28     1 
1230392358   30.43535    113.72017     0.05      0.07     0.09     1 
1230392361   30.43332    113.81566    -0.08      0.10     0.13     1 
1230392362   30.43263    113.84749     0.08      0.08     0.11     1 
1230392364   30.43123    113.91114     0.03      0.00     0.03     1 
1230392365   30.43051    113.94297    -0.08      0.13     0.15     1 
1230392366   30.42979    113.97479    -0.30     -0.11     0.32     1 
1230392367   30.42906    114.00661     0.29      0.19     0.34     1 
1230392368   30.42832    114.03843     0.08      0.15     0.17     1 
1230392370   30.42682    114.10207     0.04      0.07     0.08     1 
1230392372   30.42529    114.16570    -0.00      0.01     0.01     1 
1230392376   30.42214    114.29295    -0.07      0.01     0.07     1 
1230392377   30.42134    114.32476    -0.30     -0.10     0.32     1 
1230392380   30.41887    114.42018     0.04      0.11     0.12     1 
1230392381   30.41803    114.45198    -0.06      0.07     0.10     1 
1230392382   30.41719    114.48379    -0.04      0.12     0.13     1 
1230392383   30.41633    114.51559    -0.10      0.07     0.12     1 
1230392386   30.41373    114.61098    -0.09     -0.13     0.15     1 
1230392387   30.41284    114.64278    -0.02      0.03     0.04     1 
1230392389   30.41105    114.70637     0.11     -0.04     0.12     1 
1230392409   30.42442    112.95546    -0.23      0.15     0.27     1 
1230392410   30.42394    112.98731    -0.26     -0.10     0.28     1 
1230392411   30.42346    113.01915     0.07     -0.39     0.40     1 
1230392412   30.42296    113.05099     0.02     -0.15     0.15     1 
1230392414   30.42194    113.11468    -0.25     -0.19     0.31     1 
1230392415   30.42142    113.14652    -0.04     -0.02     0.04     1 
1230392417   30.42036    113.21020    -0.17      0.04     0.18     1 
1230392418   30.41982    113.24203     0.18     -0.37     0.41     1 
1230392419   30.41927    113.27387    -0.21     -0.06     0.22     1 
1230392420   30.41871    113.30571     0.10     -0.01     0.10     1 
1230392421   30.41814    113.33754     0.03      0.10     0.11     1 
1230392422   30.41757    113.36938    -0.27     -0.40     0.48     1 
1230392426   30.41519    113.49671     0.13     -0.02     0.13     1 
1230392427   30.41458    113.52854    -0.17     -0.20     0.26     1 
1230392428   30.41396    113.56036    -0.01      0.07     0.08     1 
1230392429   30.41333    113.59219    -0.27      0.40     0.48     1 
1230392430   30.41269    113.62402    -0.08     -0.30     0.31     1 
1230392433   30.41074    113.71949    -0.07      0.12     0.14     1 
1230392434   30.41007    113.75131     0.32      0.30     0.44     1 
1230392439   30.40662    113.91041     0.44      0.30     0.54     2 
1230392441   30.40519    113.97404     0.12     -0.18     0.22     1 
1230392442   30.40446    114.00585    -0.29      0.14     0.32     1 
1230392444   30.40298    114.06948    -0.11     -0.17     0.20     1 
1230392448   30.39992    114.19671     0.26      0.32     0.41     1 
1230392450   30.39835    114.26032     0.06      0.10     0.11     1 
1230392451   30.39755    114.29212     0.11      0.04     0.12     1 
1230392453   30.39593    114.35573     0.20     -0.15     0.25     1 
1230392455   30.39428    114.41932    -0.03      0.03     0.04     1 
1230392456   30.39344    114.45112    -0.09     -0.06     0.11     1 
1230392457   30.39260    114.48291     0.07      0.01     0.07     1 
1230392458   30.39174    114.51471     0.02     -0.13     0.13     1 
1230392459   30.39088    114.54650    -0.09     -0.03     0.10     1 
1230392460   30.39001    114.57829     0.04     -0.09     0.10     1 
1230392461   30.38914    114.61008     0.17      0.28     0.33     1 
1230392463   30.38736    114.67365    -0.08     -0.01     0.08     1 
1230392464   30.38647    114.70544     0.30     -0.14     0.33     1 
1230392465   30.38556    114.73722    -0.30      0.35     0.46     1 
1230392483   30.40028    112.92313     0.08     -0.18     0.20     1 
1230392486   30.39883    113.01864     0.21     -0.11     0.23     1 
1230392487   30.39834    113.05048     0.06      0.07     0.09     1 
1230392491   30.39628    113.17781    -0.03      0.04     0.05     1 
1230392492   30.39574    113.20964    -0.30      0.15     0.34     1 
1230392494   30.39465    113.27330     0.01     -0.12     0.12     1 
1230392496   30.39353    113.33696    -0.29     -0.01     0.29     1 
1230392497   30.39295    113.36878     0.14      0.12     0.18     1 
1230392500   30.39119    113.46426    -0.28     -0.26     0.38     1 
1230392501   30.39058    113.49608     0.23     -0.31     0.39     1 
1230392502   30.38997    113.52790    -0.06     -0.11     0.12     1 
1230392503   30.38935    113.55972    -0.15      0.19     0.24     1 
1230392506   30.38744    113.65518    -0.01     -0.46     0.46     1 
1230392507   30.38679    113.68699     0.02     -0.14     0.14     1 
1230392515   30.38131    113.94149     0.20      0.08     0.22     1 
1230392516   30.38058    113.97329     0.01     -0.13     0.13     1 
1230392517   30.37986    114.00510    -0.02      0.13     0.14     1 
1230392518   30.37912    114.03691     0.18      0.01     0.18     1 
1230392519   30.37838    114.06871    -0.04      0.10     0.11     1 
1230392520   30.37762    114.10051    -0.04      0.30     0.30     1 
1230392523   30.37532    114.19591     0.28     -0.30     0.41     1 
1230392524   30.37454    114.22771     0.12     -0.07     0.14     1 
1230392526   30.37295    114.29130    -0.11      0.30     0.32     1 
1230392527   30.37215    114.32309    -0.34      0.42     0.54     2 
1230392528   30.37134    114.35488     0.02      0.16     0.17     1 
1230392529   30.37052    114.38667    -0.03      0.08     0.09     1 
1230392530   30.36969    114.41846     0.02      0.12     0.12     1 
1230392531   30.36885    114.45025     0.08      0.29     0.30     1 
1230392532   30.36801    114.48204     0.02      0.12     0.12     1 
1230392533   30.36715    114.51382    -0.02      0.02     0.03     1 
1230392534   30.36630    114.54561     0.16      0.00     0.16     1 
1230392536   30.36455    114.60917     0.01     -0.06     0.06     1 
1230392540   30.36098    114.73628     0.04     -0.02     0.04     1 
1230392559   30.37518    112.95448    -0.23     -0.09     0.25     1 
1230392563   30.37322    113.08179    -0.17      0.07     0.18     1 
1230392566   30.37166    113.17726    -0.12      0.25     0.28     1 
1230392569   30.37003    113.27273     0.05     -0.17     0.17     1 
1230392576   30.36597    113.49545    -0.14      0.13     0.19     1 
1230392582   30.36218    113.68632     0.12     -0.41     0.42     1 
1230392583   30.36152    113.71813    -0.08     -0.10     0.13     1 
1230392585   30.36019    113.78174    -0.07      0.11     0.13     1 
1230392590   30.35670    113.94075     0.17      0.19     0.25     1 
1230392594   30.35378    114.06794     0.02      0.17     0.17     1 
1230392596   30.35227    114.13153    -0.21     -0.37     0.43     1 
1230392597   30.35150    114.16332     0.14      0.26     0.29     1 
1230392598   30.35073    114.19511     0.13      0.15     0.20     1 
1230392599   30.34995    114.22690     0.24     -0.09     0.26     1 
1230392601   30.34836    114.29047     0.01     -0.08     0.08     1 
1230392602   30.34755    114.32226    -0.04      0.16     0.17     1 
1230392603   30.34674    114.35404     0.16      0.12     0.20     1 
1230392604   30.34592    114.38583    -0.04      0.13     0.14     1 
1230392605   30.34509    114.41761     0.18     -0.00     0.18     1 
1230392607   30.34342    114.48117    -0.55     -0.05     0.56     2 
1230392608   30.34257    114.51295     0.13      0.03     0.13     1 
1230392610   30.34084    114.57650     0.12      0.46     0.47     1 
1230392615   30.33639    114.73535    -0.03      0.20     0.20     1 
1230392635   30.35008    112.98581    -0.06      0.11     0.13     1 
1230392636   30.34959    113.01763    -0.15      0.05     0.16     1 
1230392638   30.34860    113.08127    -0.15     -0.05     0.16     1 
1230392648   30.34314    113.39941     0.02     -0.07     0.07     1 
1230392649   30.34256    113.43121    -0.10     -0.20     0.22     1 
1230392650   30.34196    113.46302     0.11      0.16     0.20     1 
1230392651   30.34136    113.49483    -0.01      0.01     0.01     1 
1230392654   30.33950    113.59024    -0.09     -0.13     0.16     1 
1230392664   30.33281    113.90822     0.21      0.05     0.21     1 
1230392667   30.33065    114.00360    -0.17      0.06     0.18     1 
1230392671   30.32767    114.13074    -0.10      0.07     0.12     1 
1230392672   30.32690    114.16253    -0.01      0.13     0.13     1 
1230392673   30.32613    114.19431     0.16      0.03     0.17     1 
1230392674   30.32535    114.22609     0.02      0.09     0.09     1 
1230392675   30.32456    114.25787     0.13      0.20     0.24     1 
1230392676   30.32376    114.28965     0.33      0.05     0.33     1 
1230392677   30.32296    114.32143    -0.10      0.17     0.19     1 
1230392678   30.32215    114.35320    -0.10      0.09     0.14     1 
1230392679   30.32133    114.38498     0.10      0.13     0.16     1 
1230392680   30.32050    114.41675     0.05      0.19     0.20     1 
1230392681   30.31967    114.44853     0.02      0.19     0.19     1 
1230392682   30.31883    114.48030    -0.06      0.05     0.08     1 
1230392683   30.31798    114.51207     0.08     -0.14     0.17     1 
1230392713   30.32398    113.08075    -0.28      0.23     0.36     1 
1230392715   30.32295    113.14437     0.07     -0.01     0.07     1 
1230392723   30.31853    113.39880    -0.00      0.02     0.02     1 
1230392724   30.31794    113.43060     0.02      0.20     0.20     1 
1230392725   30.31735    113.46241    -0.17      0.10     0.20     1 
1230392729   30.31489    113.58959    -0.11      0.04     0.11     1 
1230392732   30.31296    113.68498    -0.08     -0.18     0.20     1 
1230392733   30.31231    113.71677    -0.09     -0.02     0.09     1 
1230392739   30.30821    113.90750    -0.16      0.10     0.19     1 
1230392744   30.30457    114.06641     0.33     -0.39     0.51     2 
1230392745   30.30383    114.09818     0.08     -0.03     0.09     1 
1230392746   30.30307    114.12996    -0.00      0.01     0.01     1 
1230392747   30.30230    114.16174     0.05      0.27     0.27     1 
1230392750   30.29996    114.25706    -0.16      0.19     0.25     1 
1230392751   30.29917    114.28883    -0.10      0.10     0.15     1 
1230392752   30.29837    114.32060     0.09      0.08     0.13     1 
1230392753   30.29755    114.35237    -0.13      0.07     0.15     1 
1230392754   30.29674    114.38413     0.10      0.11     0.15     1 
1230392755   30.29591    114.41590    -0.12     -0.00     0.12     1 
1230392757   30.29424    114.47943     0.08      0.10     0.13     1 
1230392758   30.29339    114.51119    -0.20      0.11     0.22     1 
1230392782   30.30225    112.88940    -0.00     -0.49     0.49     1 
1230392787   30.29986    113.04843    -0.17     -0.07     0.18     1 
1230392788   30.29936    113.08023    -0.15      0.18     0.23     1 
1230392789   30.29885    113.11203     0.02      0.19     0.19     1 
1230392797   30.29449    113.36641     0.03      0.03     0.04     1 
1230392798   30.29391    113.39821     0.05     -0.09     0.10     1 
1230392799   30.29333    113.43000     0.26     -0.13     0.30     1 
1230392800   30.29273    113.46179     0.03     -0.03     0.04     1 
1230392805   30.28965    113.62073    -0.00      0.41     0.41     1 
1230392807   30.28836    113.68430    -0.22      0.23     0.31     1 
1230392809   30.28704    113.74787    -0.16     -0.02     0.16     1 
1230392820   30.27923    114.09741     0.25     -0.31     0.40     1 
1230392821   30.27847    114.12918    -0.01      0.11     0.11     1 
1230392822   30.27771    114.16095     0.06     -0.05     0.08     1 
1230392823   30.27693    114.19271    -0.11      0.06     0.13     1 
1230392824   30.27615    114.22448    -0.02     -0.23     0.23     1 
1230392825   30.27537    114.25624    -0.27      0.11     0.29     1 
1230392826   30.27457    114.28801    -0.32      0.05     0.33     1 
1230392828   30.27296    114.35153     0.27     -0.21     0.35     1 
1230392829   30.27214    114.38329    -0.01     -0.04     0.04     1 
1230392830   30.27132    114.41505     0.02     -0.05     0.05     1 
1230392831   30.27049    114.44680    -0.12     -0.06     0.14     1 
1230392832   30.26964    114.47856     0.34     -0.32     0.47     1 
1230392835   30.26708    114.57382    -0.12     -0.27     0.29     1 
1230392836   30.26620    114.60556     0.02      0.34     0.34     1 
1230392837   30.26533    114.63731     0.07      0.16     0.17     1 
1230392838   30.26444    114.66906    -0.16      0.10     0.19     1 
1230392839   30.26354    114.70081     0.13      0.07     0.15     1 
1230392860   30.27622    112.98432     0.00      0.00     0.00     1 
1230392862   30.27524    113.04791     0.01      0.00     0.01     1 
1230392863   30.27474    113.07971     0.02      0.11     0.11     1 
1230392864   30.27423    113.11150    -0.01     -0.09     0.09     1 
1230392866   30.27319    113.17509     0.00      0.00     0.00     1 
1230392870   30.27101    113.30225    -0.01      0.46     0.46     1 
1230392878   30.26629    113.55652    -0.14      0.08     0.16     1 
1230392879   30.26567    113.58830    -0.07     -0.00     0.07     1 
1230392880   30.26504    113.62008     0.00      0.11     0.11     1 
1230392881   30.26440    113.65186    -0.21      0.43     0.47     1 
1230392886   30.26108    113.81073    -0.05      0.24     0.25     1 
1230392887   30.26039    113.84250    -0.03      0.05     0.06     1 
1230392891   30.25757    113.96958     0.22      0.02     0.22     1 
1230392897   30.25311    114.16016     0.12      0.11     0.17     1 
1230392899   30.25156    114.22368     0.04     -0.13     0.13     1 
1230392900   30.25077    114.25543     0.04      0.05     0.07     1 
1230392901   30.24998    114.28719     0.00      0.05     0.05     1 
1230392902   30.24918    114.31894     0.01      0.12     0.12     1 
1230392903   30.24837    114.35069    -0.04      0.22     0.22     1 
1230392904   30.24755    114.38244     0.15      0.22     0.27     1 
1230392906   30.24589    114.44594    -0.50      0.07     0.50     2 
1230392913   30.23985    114.66815     0.08      0.12     0.15     1 
1230392936   30.25111    113.01562    -0.06     -0.33     0.33     1 
1230392937   30.25062    113.04740    -0.20     -0.17     0.27     1 
1230392938   30.25012    113.07919    -0.10     -0.24     0.26     1 
1230392939   30.24961    113.11097    -0.18     -0.06     0.19     1 
1230392944   30.24695    113.26989    -0.46      0.15     0.48     1 
1230392945   30.24640    113.30167    -0.10     -0.22     0.25     1 
1230392953   30.24168    113.55588    -0.03      0.21     0.21     1 
1230392954   30.24106    113.58765     0.12     -0.01     0.12     1 
1230392956   30.23979    113.65120    -0.22     -0.03     0.23     1 
1230392957   30.23914    113.68297     0.06      0.05     0.08     1 
1230392958   30.23848    113.71473     0.09     -0.07     0.12     1 
1230392964   30.23439    113.90532     0.29      0.08     0.30     1 
1230392967   30.23224    114.00060     0.16     -0.06     0.17     1 
1230392972   30.22851    114.15937     0.10      0.07     0.12     1 
1230392975   30.22618    114.25462     0.07     -0.05     0.08     1 
1230392976   30.22538    114.28637    -0.05      0.09     0.10     1 
1230392977   30.22458    114.31811     0.06      0.15     0.17     1 
1230392978   30.22377    114.34986    -0.10      0.04     0.11     1 
1230392979   30.22296    114.38160     0.14      0.05     0.15     1 
1230392980   30.22213    114.41334    -0.01     -0.15     0.15     1 
1230392984   30.21876    114.54030     0.06     -0.02     0.06     1 
1230392988   30.21527    114.66723     0.03      0.02     0.03     1 
1230392989   30.21438    114.69896     0.05      0.01     0.06     1 
1230393008   30.22792    112.91977    -0.35     -0.20     0.40     1 
1230393012   30.22600    113.04689    -0.16     -0.04     0.16     1 
1230393014   30.22499    113.11045     0.02      0.09     0.09     1 
1230393017   30.22342    113.20578     0.02      0.17     0.17     1 
1230393018   30.22288    113.23755     0.02     -0.27     0.27     1 
1230393019   30.22233    113.26932     0.00      0.05     0.05     1 
1230393020   30.22178    113.30110     0.02     -0.04     0.05     1 
1230393027   30.21768    113.52348    -0.25      0.01     0.25     1 
1230393028   30.21707    113.55525     0.24      0.08     0.25     1 
1230393030   30.21581    113.61877     0.05      0.21     0.22     1 
1230393033   30.21387    113.71406    -0.02      0.06     0.07     1 
1230393036   30.21187    113.80933    -0.24      0.17     0.29     1 
1230393037   30.21118    113.84109    -0.08      0.25     0.26     1 
1230393047   30.20391    114.15858    -0.13      0.04     0.14     1 
1230393050   30.20158    114.25381    -0.32      0.10     0.33     1 
1230393051   30.20079    114.28555     0.06      0.09     0.11     1 
1230393052   30.19999    114.31729    -0.04      0.07     0.09     1 
1230393053   30.19918    114.34902    -0.06      0.07     0.10     1 
1230393055   30.19754    114.41249    -0.25     -0.34     0.42     1 
1230393057   30.19587    114.47596     0.12     -0.02     0.12     1 
1230393058   30.19503    114.50769     0.07      0.14     0.16     1 
1230393059   30.19417    114.53942     0.03     -0.01     0.03     1 
1230393062   30.19157    114.63460    -0.02      0.04     0.04     1 
1230393063   30.19068    114.66632     0.08      0.08     0.11     1 
1230393064   30.18979    114.69804     0.05      0.02     0.05     1 
1230393084   30.20283    112.95107    -0.18     -0.05     0.18     1 
1230393086   30.20187    113.01461     0.07      0.07     0.10     1 
1230393087   30.20138    113.04638     0.05      0.26     0.27     1 
1230393089   30.20037    113.10992    -0.13     -0.29     0.32     1 
1230393103   30.19246    113.55461    -0.08      0.03     0.08     1 
1230393118   30.18231    114.03084     0.24     -0.40     0.46     1 
1230393121   30.18007    114.12606    -0.31      0.01     0.31     1 
1230393123   30.17854    114.18953    -0.01     -0.02     0.03     1 
1230393124   30.17777    114.22127     0.11     -0.01     0.11     1 
1230393125   30.17698    114.25300     0.30      0.13     0.33     1 
1230393126   30.17619    114.28473     0.07      0.05     0.09     1 
1230393127   30.17539    114.31646    -0.10      0.09     0.14     1 
1230393128   30.17459    114.34819     0.03      0.12     0.13     1 
1230393129   30.17377    114.37992     0.15      0.07     0.16     1 
1230393131   30.17212    114.44337     0.32      0.15     0.36     1 
1230393133   30.17044    114.50682     0.05      0.11     0.12     1 
1230393134   30.16958    114.53854     0.04      0.01     0.05     1 
1230393137   30.16698    114.63369     0.12     -0.11     0.16     1 
1230393138   30.16610    114.66541    -0.16     -0.11     0.19     1 
1230393139   30.16521    114.69712    -0.01     -0.16     0.17     1 
1230393157   30.17914    112.88705    -0.03     -0.01     0.03     1 
1230393161   30.17725    113.01411     0.13      0.17     0.22     1 
1230393163   30.17626    113.07764    -0.36     -0.02     0.36     1 
1230393165   30.17524    113.14116    -0.17     -0.07     0.18     1 
1230393166   30.17471    113.17292    -0.31     -0.41     0.52     2 
1230393170   30.17255    113.29995    -0.47      0.09     0.48     1 
1230393171   30.17198    113.33171     0.34     -0.31     0.46     1 
1230393174   30.17026    113.42697    -0.13     -0.34     0.37     1 
1230393175   30.16966    113.45872     0.04     -0.07     0.08     1 
1230393178   30.16784    113.55397    -0.08      0.07     0.11     1 
1230393179   30.16722    113.58572     0.31      0.25     0.40     1 
1230393181   30.16596    113.64922     0.02      0.06     0.06     1 
1230393182   30.16531    113.68096     0.37     -0.14     0.39     1 
1230393190   30.15987    113.93489    -0.23      0.19     0.30     1 
1230393197   30.15471    114.15701     0.18      0.35     0.39     1 
1230393198   30.15394    114.18874     0.04      0.03     0.05     1 
1230393199   30.15317    114.22047     0.08      0.12     0.15     1 
1230393200   30.15238    114.25219     0.03      0.07     0.08     1 
1230393201   30.15160    114.28392     0.01      0.12     0.12     1 
1230393202   30.15080    114.31564     0.06      0.22     0.23     1 
1230393203   30.14999    114.34736     0.18      0.08     0.20     1 
1230393206   30.14753    114.44252     0.09     -0.13     0.16     1 
1230393208   30.14585    114.50595     0.01     -0.05     0.05     1 
1230393209   30.14499    114.53766    -0.14      0.02     0.14     1 
1230393210   30.14413    114.56937    -0.03      0.06     0.07     1 
1230393213   30.14151    114.66450     0.04      0.11     0.12     1 
1230393233   30.15405    112.91834    -0.05     -0.14     0.15     1 
1230393234   30.15359    112.95010    -0.18     -0.33     0.38     1 
1230393236   30.15263    113.01361    -0.02     -0.39     0.39     1 
1230393237   30.15214    113.04537     0.08     -0.01     0.08     1 
1230393238   30.15164    113.07712    -0.24     -0.30     0.38     1 
1230393239   30.15113    113.10887    -0.07     -0.13     0.15     1 
1230393243   30.14903    113.23588    -0.20      0.32     0.38     1 
1230393246   30.14737    113.33113    -0.34      0.26     0.43     1 
1230393247   30.14680    113.36288     0.17      0.38     0.42     1 
1230393251   30.14445    113.48986    -0.01     -0.45     0.45     1 
1230393256   30.14135    113.64856     0.25      0.10     0.27     1 
1230393268   30.13310    114.02934     0.03     -0.11     0.12     1 
1230393275   30.12779    114.25138     0.01      0.23     0.23     1 
1230393276   30.12700    114.28310     0.07      0.23     0.24     1 
1230393277   30.12620    114.31481     0.03      0.26     0.26     1 
1230393278   30.12540    114.34653    -0.03      0.23     0.23     1 
1230393279   30.12458    114.37824    -0.15      0.14     0.20     1 
1230393280   30.12376    114.40995    -0.02      0.18     0.18     1 
1230393281   30.12293    114.44166    -0.15     -0.15     0.21     1 
1230393283   30.12126    114.50508     0.05      0.04     0.06     1 
1230393284   30.12040    114.53678     0.18      0.22     0.29     1 
1230393285   30.11954    114.56848     0.00      0.05     0.05     1 
1230393286   30.11868    114.60019     0.19      0.18     0.26     1 
1230393288   30.11692    114.66359     0.24      0.03     0.24     1 
1230393310   30.12849    112.98136    -0.08     -0.09     0.12     1 
1230393311   30.12801    113.01311    -0.21     -0.08     0.23     1 
1230393312   30.12751    113.04486    -0.16     -0.08     0.18     1 
1230393313   30.12702    113.07660    -0.17     -0.30     0.35     1 
1230393316   30.12548    113.17184    -0.15     -0.48     0.50     1 
1230393318   30.12441    113.23533    -0.00     -0.22     0.22     1 
1230393326   30.11984    113.48924    -0.23     -0.12     0.26     1 
1230393327   30.11923    113.52097    -0.11     -0.08     0.13     1 
1230393330   30.11737    113.61617    -0.25     -0.38     0.45     1 
1230393338   30.11207    113.86999     0.19      0.30     0.36     1 
1230393341   30.10995    113.96515     0.21      0.19     0.28     1 
1230393350   30.10319    114.25058    -0.07      0.08     0.11     1 
1230393351   30.10240    114.28229     0.05     -0.00     0.05     1 
1230393352   30.10161    114.31399     0.07      0.15     0.17     1 
1230393353   30.10080    114.34570     0.16      0.19     0.25     1 
1230393354   30.09999    114.37740     0.18      0.50     0.53     2 
1230393355   30.09917    114.40911    -0.10      0.15     0.18     1 
1230393356   30.09834    114.44081     0.13      0.19     0.23     1 
1230393357   30.09751    114.47251    -0.20      0.44     0.48     1 
1230393358   30.09667    114.50421     0.11      0.16     0.20     1 
1230393360   30.09496    114.56760     0.16      0.05     0.17     1 
1230393361   30.09409    114.59929    -0.16     -0.14     0.22     1 
1230393385   30.10387    112.98087    -0.11      0.07     0.13     1 
1230393386   30.10338    113.01261     0.20      0.13     0.24     1 
1230393387   30.10289    113.04435    -0.03     -0.10     0.11     1 
1230393389   30.10189    113.10783    -0.21      0.10     0.23     1 
1230393406   30.09212    113.64724     0.00      0.00     0.00     1 
1230393411   30.08883    113.80584     0.46     -0.21     0.51     2 
1230393416   30.08535    113.96442     0.20     -0.13     0.24     1 
1230393426   30.07781    114.28147    -0.06     -0.06     0.09     1 
1230393427   30.07701    114.31317    -0.03     -0.01     0.03     1 
1230393428   30.07621    114.34487     0.00      0.08     0.08     1 
1230393429   30.07540    114.37657     0.17     -0.06     0.18     1 
1230393430   30.07458    114.40826     0.05      0.13     0.14     1 
1230393432   30.07292    114.47165    -0.01     -0.15     0.15     1 
1230393433   30.07207    114.50334     0.06     -0.06     0.09     1 
1230393434   30.07122    114.53503    -0.18      0.17     0.25     1 
1230393435   30.07037    114.56672    -0.03     -0.00     0.03     1 
1230393437   30.06863    114.63009    -0.25     -0.34     0.42     1 
1230393457   30.08065    112.88518    -0.09      0.38     0.39     1 
1230393465   30.07676    113.13904    -0.50     -0.24     0.55     2 
1230393474   30.07180    113.42456     0.02     -0.12     0.13     1 
1230393477   30.07001    113.51972    -0.07      0.07     0.10     1 
1230393478   30.06940    113.55144    -0.16     -0.44     0.47     1 
1230393479   30.06878    113.58316     0.23     -0.22     0.32     1 
1230393496   30.05707    114.12219     0.00      0.00     0.00     1 
1230393501   30.05321    114.28066    -0.12     -0.06     0.13     1 
1230393502   30.05241    114.31235     0.16      0.19     0.25     1 
1230393503   30.05161    114.34404     0.04     -0.03     0.05     1 
1230393504   30.05080    114.37573    -0.05     -0.00     0.05     1 
1230393505   30.04998    114.40742     0.03      0.02     0.03     1 
1230393506   30.04916    114.43910     0.15      0.00     0.15     1 
1230393507   30.04832    114.47079     0.13      0.07     0.14     1 
1230393508   30.04748    114.50247    -0.22      0.11     0.25     1 
1230393509   30.04663    114.53415    -0.20     -0.21     0.29     1 
1230393510   30.04578    114.56584    -0.02     -0.06     0.06     1 
1230393513   30.04316    114.66087    -0.05     -0.11     0.12     1 
1230393533   30.05556    112.91644    -0.17     -0.11     0.20     1 
1230393536   30.05414    113.01161    -0.28      0.32     0.42     1 
1230393540   30.05214    113.13850     0.06     -0.05     0.07     1 
1230393549   30.04718    113.42396     0.00      0.00     0.00     1 
1230393552   30.04539    113.51910     0.09     -0.11     0.14     1 
1230393554   30.04416    113.58252     0.08     -0.32     0.33     1 
1230393564   30.03755    113.89956     0.25      0.39     0.47     1 
1230393569   30.03396    114.05803    -0.32     -0.19     0.37     1 
1230393576   30.02861    114.27985     0.02      0.04     0.05     1 
1230393577   30.02782    114.31153    -0.07     -0.06     0.09     1 
1230393578   30.02702    114.34322    -0.54     -0.02     0.54     2 
1230393579   30.02621    114.37490     0.14     -0.16     0.21     1 
1230393581   30.02456    114.43825    -0.01     -0.17     0.17     1 
1230393582   30.02373    114.46993    -0.12      0.16     0.20     1 
1230393583   30.02289    114.50161     0.05      0.09     0.10     1 
1230393584   30.02204    114.53328    -0.05      0.09     0.10     1 
1230393585   30.02119    114.56495     0.07      0.14     0.16     1 
1230393586   30.02033    114.59663     0.04      0.07     0.08     1 
1230393587   30.01946    114.62829     0.08     -0.06     0.11     1 
1230393588   30.01858    114.65996    -0.02      0.02     0.03     1 
1230393606   30.03185    112.85252    -0.06     -0.13     0.15     1 
1230393610   30.03000    112.97940    -0.07     -0.10     0.12     1 
1230393611   30.02952    113.01112    -0.09     -0.18     0.20     1 
1230393612   30.02903    113.04283    -0.09     -0.04     0.10     1 
1230393638   30.01364    113.86715     0.25     -0.24     0.35     1 
1230393646   30.00787    114.12064     0.22      0.07     0.23     1 
1230393647   30.00711    114.15233    -0.10      0.02     0.10     1 
1230393652   30.00322    114.31072    -0.30     -0.03     0.30     1 
1230393653   30.00242    114.34239    -0.07     -0.06     0.10     1 
1230393654   30.00161    114.37406    -0.05     -0.06     0.08     1 
1230393655   30.00080    114.40573     0.06     -0.21     0.22     1 
1230393656   29.99997    114.43740    -0.07     -0.06     0.09     1 
1230393657   29.99914    114.46907    -0.04     -0.27     0.27     1 
1230393658   29.99830    114.50074    -0.12     -0.22     0.25     1 
1230393659   29.99745    114.53241    -0.01      0.00     0.01     1 
1230393660   29.99660    114.56407    -0.14     -0.22     0.26     1 
1230393661   29.99574    114.59574    -0.08      0.05     0.09     1 
1230393662   29.99487    114.62740    -0.02     -0.12     0.12     1 
1230393681   30.00722    112.85206     0.03     -0.26     0.26     1 
1230393683   30.00632    112.91549    -0.00      0.06     0.06     1 
1230393685   30.00538    112.97891     0.19     -0.05     0.20     1 
1230393690   30.00290    113.13745    -0.24     -0.26     0.36     1 
1230393696   29.99967    113.32767    -0.17      0.21     0.27     1 
1230393703   29.99556    113.54955     0.08      0.08     0.11     1 
1230393707   29.99304    113.67632    -0.18     -0.17     0.25     1 
1230393714   29.98834    113.89812    -0.03      0.12     0.12     1 
1230393715   29.98764    113.92981     0.05     -0.17     0.17     1 
1230393717   29.98621    113.99317    -0.09      0.37     0.38     1 
1230393719   29.98476    114.05652    -0.02     -0.05     0.05     1 
1230393725   29.98021    114.24656     0.37      0.20     0.42     1 
1230393726   29.97942    114.27823     0.02      0.08     0.08     1 
1230393727   29.97863    114.30990     0.02     -0.02     0.03     1 
