==============================================================================
==============================================================================
Mon. Jun. 24 2013                  LANDSAT 7                       Time: 03:39
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0101306231539_00067                          Path / Row - 123 / 39
Reference Image: L51BJC1087253020100_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 97.8%
Rank   2 --  2.2%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
1230395002   29.56048    114.29616     0.33     -0.00     0.33     1 
1230395046   29.55655    113.31744    -0.13     -0.05     0.14     1 
1230395048   29.55543    113.38056     0.08      0.07     0.10     1 
1230395051   29.55370    113.47523    -0.07     -0.03     0.07     1 
1230395052   29.55311    113.50679    -0.05      0.02     0.05     1 
1230395053   29.55251    113.53835     0.18      0.09     0.20     1 
1230395054   29.55191    113.56990    -0.14      0.00     0.14     1 
1230395055   29.55129    113.60145    -0.09      0.06     0.11     1 
1230395056   29.55067    113.63301    -0.27     -0.01     0.27     1 
1230395057   29.55004    113.66456    -0.09     -0.26     0.27     1 
1230395058   29.54940    113.69611     0.16     -0.22     0.28     1 
1230395060   29.54811    113.75921     0.35      0.32     0.48     1 
1230395061   29.54745    113.79076     0.19     -0.23     0.30     1 
1230395063   29.54611    113.85385     0.17      0.00     0.17     1 
1230395064   29.54542    113.88539    -0.03      0.09     0.09     1 
1230395065   29.54473    113.91693    -0.23      0.23     0.32     1 
1230395066   29.54404    113.94848    -0.39     -0.32     0.50     2 
1230395067   29.54333    113.98002    -0.04      0.36     0.37     1 
1230395068   29.54262    114.01156     0.11      0.16     0.19     1 
1230395069   29.54190    114.04310     0.24      0.02     0.24     1 
1230395070   29.54118    114.07463    -0.13     -0.45     0.47     1 
1230395071   29.54044    114.10617    -0.05     -0.17     0.17     1 
1230395075   29.53743    114.23230    -0.19     -0.13     0.23     1 
1230395125   29.52967    113.44308     0.02     -0.22     0.22     1 
1230395126   29.52909    113.47463    -0.10     -0.08     0.13     1 
1230395127   29.52850    113.50618     0.07     -0.02     0.07     1 
1230395128   29.52790    113.53773    -0.20     -0.02     0.20     1 
1230395129   29.52729    113.56928     0.09      0.05     0.10     1 
1230395130   29.52668    113.60082    -0.11     -0.15     0.19     1 
1230395131   29.52606    113.63237    -0.10     -0.08     0.13     1 
1230395132   29.52543    113.66391     0.07      0.09     0.11     1 
1230395133   29.52479    113.69545    -0.05     -0.01     0.06     1 
1230395134   29.52415    113.72700    -0.12      0.05     0.13     1 
1230395136   29.52284    113.79008    -0.21     -0.10     0.24     1 
1230395137   29.52217    113.82162    -0.03     -0.03     0.05     1 
1230395140   29.52013    113.91623     0.05     -0.03     0.06     1 
1230395143   29.51802    114.01083     0.30     -0.18     0.36     1 
1230395144   29.51730    114.04236     0.07     -0.06     0.09     1 
1230395145   29.51657    114.07389     0.07      0.10     0.12     1 
1230395146   29.51584    114.10542    -0.16     -0.19     0.25     1 
1230395148   29.51435    114.16847    -0.10      0.28     0.30     1 
1230395151   29.51206    114.26305     0.23      0.42     0.48     1 
1230395206   29.50144    113.63173    -0.14     -0.03     0.14     1 
1230395207   29.50081    113.66327    -0.21     -0.14     0.25     1 
1230395208   29.50018    113.69480    -0.05     -0.10     0.11     1 
1230395213   29.49689    113.85246    -0.26      0.10     0.28     1 
1230395215   29.49552    113.91552     0.18      0.16     0.25     1 
1230395216   29.49482    113.94705    -0.03      0.05     0.06     1 
1230395217   29.49412    113.97858    -0.21      0.08     0.23     1 
1230395219   29.49269    114.04162     0.05     -0.05     0.07     1 
1230395220   29.49197    114.07315     0.02     -0.23     0.23     1 
1230395222   29.49050    114.13619    -0.21     -0.31     0.38     1 
1230395225   29.48823    114.23074     0.05     -0.16     0.17     1 
1230395288   29.47228    113.85178     0.18     -0.24     0.30     1 
1230395289   29.47160    113.88330     0.43      0.35     0.55     2 
1230395290   29.47091    113.91482    -0.07     -0.03     0.07     1 
1230395291   29.47022    113.94634     0.17     -0.23     0.28     1 
1230395292   29.46952    113.97786     0.09      0.05     0.11     1 
1230395293   29.46881    114.00937     0.09     -0.19     0.21     1 
1230395294   29.46809    114.04089     0.00      0.09     0.09     1 
1230395295   29.46737    114.07240    -0.00     -0.01     0.01     1 
1230395297   29.46589    114.13543    -0.20     -0.05     0.21     1 
1230395373   29.44055    114.16618    -0.13      0.01     0.13     1 
1230395374   29.43979    114.19768    -0.28      0.12     0.31     1 
----------------------------------------------------------------------
---------------------------------------------------
Total correlated GCPs in Upper Left Quadrant: 561

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: -0.064
  Median: -0.073
  Standard Deviation: 0.147

Sample residual statistics:
  Mean: -0.100
  Median: -0.106
  Standard Deviation: 0.163

Quadrant RMSE: 0.249

---------------------------------------------------
Total correlated GCPs in Upper Right Quadrant: 582

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: 0.011
  Median: 0.015
  Standard Deviation: 0.139

Sample residual statistics:
  Mean: -0.003
  Median: 0.004
  Standard Deviation: 0.158

Quadrant RMSE: 0.211

---------------------------------------------------
Total correlated GCPs in Lower Left Quadrant: 251

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: -0.037
  Median: -0.031
  Standard Deviation: 0.163

Sample residual statistics:
  Mean: -0.038
  Median: -0.037
  Standard Deviation: 0.178

Quadrant RMSE: 0.247

---------------------------------------------------
Total correlated GCPs in Lower Right Quadrant: 500

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: -0.025
  Median: -0.022
  Standard Deviation: 0.164

Sample residual statistics:
  Mean: -0.047
  Median: -0.051
  Standard Deviation: 0.152

Quadrant RMSE: 0.230

---------------------------------------------------
---------------------------------------------------
Total correlated GCPs in scene: 1894

GCP statistics entire scene (in Pixels)
Line residual statistics:
  Mean: -0.027
  Median: -0.023
  Standard Deviation: 0.154

Sample residual statistics:
  Mean: -0.048
  Median: -0.049
  Standard Deviation: 0.165

Scene RMSE: 0.232

